80.305	81.722	82.267	97.009	124.1	189.77	304.88	677.14
74.36	73.731	72.195	84.752	123.19	187.47	304.35	677.14
76.129	76.717	75.2	86.704	119.55	186.76	304.35	677.14
75.052	74.919	72.87	84.547	119.61	187.42	305.37	677.14
80.248	80.063	78.18	87.566	121.93	188.22	305.37	677.14
79.932	79.948	76.831	94.089	126.36	196.72	306.28	677.14
86.359	88.373	90.414	101.4	124.91	174.47	306.23	677.14
85.214	87.03	90.997	101.06	124.71	173.09	309.23	677.14
78.843	81.127	82.836	87.888	102.55	173.16	308.8	677.14
80.089	81.38	84.025	88.965	102.6	177.28	308.8	677.14
78.914	80.501	83.664	91.302	105.79	177.28	308.8	677.14
79.47	81.894	84.052	91.006	105.91	179.12	308.87	677.14
79.405	82.223	85.145	96.489	103.81	178.83	302.5	677.14
78.616	81.2	87.581	88.125	102.66	181.57	302.37	677.14
78.094	80.218	86.721	86.567	102.49	171.73	304.02	677.14
76.288	78.951	89.687	86.806	101.94	172.15	304.15	677.14
73.559	76.447	85.02	85.037	101.42	171.11	304.15	677.14
74.376	76.934	85.946	84.423	105.55	174.79	304.1	677.14
78.598	82.267	90.433	84.999	105.86	166.03	304.1	677.14
78.542	81.481	88.661	84.886	107.89	166.48	314.51	677.14
78.615	82.058	90.964	88.236	104.22	159.88	314.51	677.14
81.175	85.27	94.107	84.751	107.66	159.08	314.51	677.14
82.536	85.948	89.419	87.964	111.5	160.25	314.51	677.14
81.734	84.975	86.148	88.464	111.5	160.25	314.51	677.14
76.384	78.689	83.426	82.554	109.57	160.25	314.51	677.14
158.95	160.09	167.64	168.33	190.95	264.28	316.37	678.58
156.21	158.55	166.82	169.42	192.42	264.28	316.37	678.58
73.464	73.664	76.685	80.435	109.69	169.09	316.39	677.92
77.007	77.89	80.273	83.548	112.18	162.67	316.39	677.92
75.881	76.41	79.25	83.028	110.54	161.74	296.33	678.19
78.611	77.704	78.763	83.345	111.73	166.42	296.33	678.19
77.808	77.309	78.239	80.174	108.04	164.22	295.96	678.19
74.687	75.146	78.091	82.653	110.71	165.46	310.7	678.19
82.692	83.566	90.683	100.44	129.89	165.46	310.7	678.19
81.906	83.391	93.531	95.767	129.07	165.83	311.41	678.19
80.133	81.314	91.074	98.494	129.64	172.02	311.99	679.69
82.283	83.163	92.685	103.78	133.91	173.22	311.99	679.69
82.187	83.642	93.781	106.36	136.81	173.73	321.45	679.69
88.756	91.773	100.35	119.52	136.64	177.93	322.69	679.69
87.921	90.41	99.464	119.87	135.6	178.28	321.64	676.7
84.005	85.119	93.145	113.86	130.37	178.3	321.64	676.7
72.502	73.832	81.824	98.389	119.08	175.21	319.53	676.7
75.468	76.057	82.339	100.99	122.51	175.21	319.53	676.7
77.834	83.062	97.615	117.35	125.08	175.24	319.53	676.7
75.72	80.624	95.394	115.43	123.31	175.21	319.53	676.7
74.786	80.035	95.289	115.43	124.11	175.18	319.53	676.7
40.859	41.817	44.036	66.463	79.229	195.25	319.53	676.7
36.648	41.904	46.349	64.038	79.601	199.6	323.79	676.7
35.874	41.168	43.31	50.763	79.052	199.5	304.67	676.7
31.017	37.612	38.587	46.036	71.632	136.67	304.67	676.7
20.691	28.105	28.842	36.107	68.231	127.77	296.14	676.7
10.949	16.51	25.146	33.408	61.916	126.84	296.14	676.7
11.967	17.083	25.329	33.448	61.916	126.83	296.14	676.7
11.387	16.486	24.8	32.964	61.909	126.83	296.14	676.7
9.207	13.948	24.453	32.485	60.453	126.83	296.14	676.7
5.7656	12.01	23.014	33.277	60.453	126.83	296.14	676.7
5.8311	12.078	23.314	33.559	60.453	126.83	296.14	676.7
5.8311	12.078	23.314	33.559	60.453	126.83	296.14	676.7
5.0244	10.573	16.606	32.773	60.453	126.83	296.14	676.7
4.3369	9.8868	15.704	30.983	60.453	126.83	296.14	676.7
4.3369	9.8868	15.704	30.983	60.453	126.83	296.14	676.7
0.91406	5.9997	17.101	27.973	60.453	126.83	296.14	676.7
0.91406	5.9997	17.101	27.973	60.453	126.83	296.14	676.7
0.91406	5.9997	17.101	27.973	60.453	126.83	296.14	676.7
0	3.994	12.037	27.912	60.453	126.83	296.14	676.7
