13.194	13.179	13.197	13.131	13.09	11.861	9.6781	6.58
13.82	13.918	14.223	13.928	13.005	12.076	9.7261	6.58
14.002	14.076	14.305	14.004	13.347	12.43	9.7261	6.58
13.669	13.698	13.931	13.607	13.266	12.075	9.7274	6.58
13.535	13.585	13.795	13.505	13.159	12.058	9.7274	6.58
14.099	14.129	14.39	13.888	13.411	12.75	10.329	6.58
13.692	13.649	13.729	13.193	13.206	13.285	10.33	6.58
14.05	14.04	14.063	13.732	13.814	14.592	10.531	6.58
14.554	14.545	14.608	14.361	14.924	14.412	10.613	6.58
14.345	14.353	14.364	14.201	14.717	14.347	10.613	6.58
14.325	14.323	14.234	13.844	14.602	14.345	10.613	6.58
14.534	14.479	14.414	14.194	14.698	14.048	10.615	6.58
14.581	14.498	14.333	14.236	15.299	14.059	10.727	6.58
14.544	14.522	14.3	14.685	15.07	13.653	10.742	6.58
14.422	14.383	14.23	14.211	14.801	13.911	10.746	6.58
14.768	14.693	14.16	14.579	15.095	14.133	10.723	6.58
15.246	15.21	14.976	15.145	15.522	14.618	10.723	6.58
15.388	15.391	15.118	15.621	15.387	14.919	10.753	6.58
15.277	15.269	14.986	15.601	15.384	14.93	10.753	6.58
14.292	14.336	14.266	14.531	14.24	14.39	9.9722	6.58
14.275	14.281	14.154	14.326	14.597	14.692	9.9722	6.58
14.313	14.263	14.158	14.583	14.561	14.224	9.9722	6.58
14.228	14.187	14.278	14.146	14.077	13.627	9.9722	6.58
14.26	14.24	14.339	14.144	14.077	13.627	9.9722	6.58
15.176	15.113	15.127	15.074	15.015	13.627	9.9722	6.58
11.019	10.979	10.838	10.748	10.617	10.28	9.6084	6.4293
11.068	11.022	10.905	10.799	10.6	10.28	9.6084	6.4293
14.685	14.674	14.628	14.569	14.422	12.784	9.4176	6.5391
14.303	14.307	14.243	14.352	14.11	13.061	9.4176	6.5391
14.42	14.43	14.307	14.559	14.447	13.458	10.166	6.4763
14.058	14.135	14.134	14.4	14.214	12.76	10.166	6.4763
13.778	13.83	13.929	14.214	14.011	13.669	10.135	6.4763
13.568	13.568	13.565	13.884	13.424	13.321	9.6368	6.4763
13.152	13.198	12.972	13.117	12.633	13.321	9.6368	6.4763
13.236	13.309	13.056	13.415	12.556	13.071	9.4239	6.4763
12.776	12.844	12.505	12.173	12.218	11.172	9.2967	6.2011
12.893	12.99	12.663	12.157	11.742	11.345	9.2967	6.2011
12.837	12.927	12.566	12.103	11.607	11.321	8.6962	6.2011
12.135	12.178	12.037	11.553	11.389	11.159	8.8138	6.2011
12.433	12.499	12.279	11.743	11.646	11.25	8.9356	6.6149
12.452	12.552	12.45	11.94	11.845	11.26	8.9356	6.6149
13.506	13.603	13.597	13.315	12.826	11.752	9.6605	6.6149
13.421	13.561	13.587	13.019	12.734	11.752	9.6605	6.6149
12.924	12.769	12.064	11.677	11.938	11.747	9.6605	6.6149
13.022	12.99	12.237	11.773	12.296	11.865	9.6605	6.6149
13.059	13.026	12.182	11.704	12.04	11.779	9.6605	6.6149
16.53	17.028	17.267	16.013	16.587	13.238	9.6605	6.6149
15.947	15.751	15.947	15.346	16.516	12.653	9.2856	6.6149
16.071	15.791	16.378	16.299	17.337	12.677	10.343	6.6149
16.657	16.34	17.319	17.49	18.512	15.71	10.34	6.6149
19.779	19.164	20.984	21.824	21.102	17.845	11.112	6.6149
22.136	21.959	22.285	23.274	23.203	17.909	11.112	6.6149
21.486	21.831	21.859	23.244	23.226	17.909	11.112	6.6149
21.858	22.255	22.206	23.731	23.236	17.909	11.112	6.6149
23.251	23.609	22.713	24.318	24.673	17.909	11.112	6.6149
23.941	23.544	22.466	22.468	24.673	17.909	11.112	6.6149
23.648	23.307	22.168	22.124	24.673	17.909	11.112	6.6149
23.648	23.307	22.168	22.124	24.673	17.909	11.112	6.6149
24.54	23.971	25.686	23.462	24.673	17.909	11.112	6.6149
27.343	25.771	31.214	28.912	24.673	17.909	11.112	6.6149
27.343	25.771	31.214	28.912	24.673	17.909	11.112	6.6149
34.289	31.485	27.828	30.427	24.673	17.909	11.112	6.6149
34.289	31.479	27.817	30.383	24.673	17.909	11.112	6.6149
34.289	31.479	27.817	30.383	24.673	17.909	11.112	6.6149
Inf	47.165	38.336	31.209	24.673	17.909	11.112	6.6149
